artistName,trackName,fall,spring,summer,winter,genres,track_id,danceability,energy,valence,tempo,duration_ms
Dr. Dre,What's The Difference,244200,249169,250479,0,"g funk, gangster rap, hip hop, rap, west coast rap",1SWVDBtw6h3tm9OehOkDhv,0.772,0.821,0.77,91.921,244200
Drake,Chicago Freestyle (feat. Giveon),0,62464,0,149183,"canadian hip hop, canadian pop, hip hop, pop rap, rap",4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,0.0397,122.947,220488
Drake,Diamonds Dancing,0,0,0,314631,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2AGottAzfC8bHzF7kEJ3Wa,0.51,0.358,0.171,136.036,314632
Drake,Forever,0,2303,0,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",6HSqyfGnsHYw9MmIpa9zlZ,0.415,0.926,0.542,158.423,357347
Drake,In The Bible (with Lil Durk & Giveon),0,0,0,1600,"canadian hip hop, canadian pop, hip hop, pop rap, rap",61S79KIVA4I9FXbnsylEHT,0.686,0.385,0.147,143.07,296568
Drake,Jimmy Cooks (feat. 21 Savage),3263,2067,218364,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0.366,165.921,218365
Drake,Laugh Now Cry Later (feat. Lil Durk),0,6847,0,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0.522,133.976,261493
Drake,Legend,0,240328,0,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",5WuInU0lM52uYmuwEIa8nx,0.596,0.16,0.294,101.956,172385
Drake,Massive,301098,0,0,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",28JBD8p18xNuOfyV7Cotdn,0.499,0.671,0.0557,124.994,336924
Drake,Money In The Grave (Drake ft. Rick Ross),2452,0,0,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,0.101,100.541,205427
Drake,On The Radar Freestyle,0,0,4133,0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",1L0OmJV0LnPDWuHCIGmBV6,0.615,0.632,0.194,150.126,275281
"Dream, Ivory","Dream, Ivory",0,109696,0,0,modern dream pop,6Hzle86uYcpy3QkcCmMKgE,0.535,0.568,0.193,120.051,188266
Dreamville,Adonis Interlude (The Montage) (with J. Cole),0,1462,0,0,"hip hop, pop rap, rap",5Mkbqot9JUaN5XhRgqITME,0.474,0.833,0.414,195.733,95903
Dulce Pontes,Fado-Mae,170,1116277,436286,1032734,fado,4mD52Q8cGVwz8Vq3N84wuP,0.412,0.187,0.135,111.601,214560
Duman,Bebek,0,0,0,117290,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock",5FHVO3LSy4gMNXtzltlRBu,0.6,0.594,0.306,110.015,235133
Duman,Gonul,0,1186048,0,0,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock",5kmh1Zf0hYESmxwDI1IosB,0.67,0.702,0.835,134.87,256217
Duman,Gonul Ister,0,128068,0,0,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock",4ms7gXhnQ0BflpohN2u4TZ,0.333,0.717,0.131,116.546,256327
Duman,Manasi Yok,231640,231097,5126,483422,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock",4jV18c9kQj6S1WbbMLTX8N,0.62,0.612,0.108,103.045,194250
Duman,Melankoli,82151,1333252,5446,8559,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock",2unEjH0rGblXt0GLNqG4gz,0.455,0.393,0.133,114.617,264500
Duman,Yurek,0,917,0,0,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock",1KS8f2xRqTC3zflbPpFrcM,0.673,0.719,0.723,127.975,251354
Duo bucolico,Tempi d'oro,632580,0,3956,0,italian reggae,6Pbm8V88LIfIocwwzHVMfw,0.801,0.33,0.931,95.987,315747
Duran Duran,Come Undone,0,256520,0,0,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop",0yfNXxlyXdmP0ue1iJijx1,0.542,0.793,0.708,173.931,256520
Duran Duran,Girls on Film - 2010 Remaster,0,22830,0,0,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop",4EFkvOhgAmlHEfDfvfSoh5,0.725,0.859,0.53,131.697,212853
Dusty Springfield,Son Of A Preacher Man,153203,13558,154964,212815,"adult standards, british invasion, soul, vocal jazz",7odHgoLFi3GQ90E9PeraI3,0.401,0.498,0.816,181.701,149160
Dyan Dxddy,sigma,0,73731,0,0,phonk brasileiro,7mLWNwcvwRdEviz6SfYp8A,0.588,0.496,0.582,128.001,146274
EDEN,crash,1407,977911,236549,469728,indie poptimism,1HL3yEnYq8LEyFQ3QegA5V,0.541,0.677,0.555,101.1,316467
EDIS,Martilar,0,0,0,58340,turkish pop,1xEpgyKx4ZHtefFAh0SmU5,0.84,0.611,0.898,122.997,157439
EKKSTACY,Uncomparable,738768,2067329,723012,203712,,5GToLrexykJHVIedB2W5QT,0.865,0.225,0.674,113.979,105487
EKKSTACY,for forever,165000,0,0,0,,0ZWW07BD8W85lUbgx2sn7E,0.371,0.457,0.166,96.269,301013
EKKSTACY,i walk this earth all by myself,147383,291268,145634,0,,5a8QUc4ubHJqQm7vzs2YhA,0.595,0.588,0.518,166.061,145634
EPMD,Da Joint,0,0,2716,0,"east coast hip hop, golden age hip hop, hip hop, old school hip hop",4opGTspdCCVK9IG1b4k8yp,0.831,0.59,0.752,89.619,206693
ETERNVL SVDNESS,Arius,0,164675,0,0,drift phonk,1N52qdqJgJnf9OOYJKT6fd,0.376,0.454,0.0971,77.972,164675
EX,Zenti,0,0,0,0,"k-pop, k-pop boy group",1LuaqpbhicGeIYCptQf7cO,0.648,0.537,0.109,133.803,84000
Earth Patravee,Vanilla Ice Cream,0,0,0,133410,"thai indie pop, thai pop",78K3l5kHjzX0ap70oGHXfx,0.619,0.0923,0.231,115.287,146139
"Earth, Wind & Fire",Boogie Wonderland,292792,438517,189567,354890,"disco, funk, jazz funk, soul",6ztstiyZL6FXzh4aG46ZPD,0.802,0.756,0.963,131.715,288293
"Earth, Wind & Fire",September,890,332540,14845,10449,"disco, funk, jazz funk, soul",3kXoKlD84c6OmIcOLfrfEs,0.674,0.832,0.981,125.996,216022
Eazy-E,Boyz-N-The-Hood,661,0,0,0,"g funk, gangster rap, hip hop, rap, west coast rap",3JdyhQORbJkCWT8xfLd8gD,0.837,0.692,0.805,87.775,379733
Eazy-E,Real Muthaphuckkin' G's,0,4970,4945,0,"g funk, gangster rap, hip hop, rap, west coast rap",7q6lr1W6cmGWijl5kCv5RG,0.735,0.797,0.731,170.444,332627
Ebru Gundes,Asik,319336,0,0,0,"arabesk, turkish folk, turkish pop",3XCHJIHOvmajGgUFTtQiQ9,0.411,0.238,0.429,164.614,74200
Ebru Gundes,Ben Olmayinca,11656,0,0,0,"arabesk, turkish folk, turkish pop",0uqOmmegjZyXTNgBomh3r6,0.461,0.492,0.234,82.093,232800
Ebru Gundes,Beyaz,0,682,146425,0,"arabesk, turkish folk, turkish pop",69Is1lNX7KGNvXgrtKDzIW,0.648,0.665,0.589,89.963,194720
Ebru Gundes,Cabuk Unutma,0,0,10767,0,"arabesk, turkish folk, turkish pop",4xZW4U4VNCpiHJJFeHWkIS,0.707,0.921,0.69,127.981,231000
Ebru Gundes,Cennet,346538,1111487,1092602,0,"arabesk, turkish folk, turkish pop",4zTOUtukd52LzS3bLWwzGc,0.736,0.763,0.751,119.153,190800
Ebru Gundes,Cingenem,574404,7380,1891448,0,"arabesk, turkish folk, turkish pop",4zTOUtukd52LzS3bLWwzGc,0.736,0.763,0.751,119.153,190800
Ebru Gundes,Demir Attim,862684,300756,0,0,"arabesk, turkish folk, turkish pop",4g1sEDAK74cYbJAQsd5Tzp,0.404,0.455,0.364,156.439,300267
Ebru Gundes,Don Ne Olur,301487,1216,0,0,"arabesk, turkish folk, turkish pop",6WDSYMvcKN2AsEXJ9U5xsG,0.575,0.523,0.357,133.02,299867
Ebru Gundes,Firtinalar,0,0,0,0,"arabesk, turkish folk, turkish pop",09QKPk6sHBaryFwjBqr0JD,0.771,0.556,0.626,140.022,188571
Ebru Gundes,Harika,0,1237,0,0,"arabesk, turkish folk, turkish pop",4BkoGbx5pu2tlhFYymGgOi,0.767,0.826,0.574,120.015,198609
Ebru Gundes,Kacak,0,0,0,0,"arabesk, turkish folk, turkish pop",6WDSYMvcKN2AsEXJ9U5xsG,0.575,0.523,0.357,133.02,299867
Ebru Gundes,Kim Bu Gozlerindeki Yabanci,0,31125,0,0,"arabesk, turkish folk, turkish pop",3JaCO7wQccapdtnMnuD9JE,0.577,0.893,0.482,130.473,207500
Ebru Gundes,"Kizil, Mavi",152972,1385,0,0,"arabesk, turkish folk, turkish pop",3CZffdmZiNRCpzanEBfvd2,0.67,0.569,0.511,126.975,186854
Ebru Gundes,Olumsuz Asklar,0,0,0,1237,"arabesk, turkish folk, turkish pop",07ZQcQlbituG3sDXGKu4p3,0.451,0.451,0.542,76.943,290325
Ebru Gundes,Sen Allah'in Bir Lutfusun,0,69162,0,0,"arabesk, turkish folk, turkish pop",4ypsdV0aVlWTMsBAPr84X0,0.495,0.887,0.661,182.236,270427
Ebru Gundes,Severek Olecegim,0,0,0,0,"arabesk, turkish folk, turkish pop",2a8gOAhDeYrDE4L75EY1j4,0.448,0.543,0.311,80.977,193881
Ebru Gundes,Sonsuza Dek,0,42,0,0,"arabesk, turkish folk, turkish pop",7jjQkAc6dgIjqhmwiFDrMz,0.62,0.501,0.332,135.013,156444
Ebru Gundes,Soyleyin,1455754,268215,0,7658,"arabesk, turkish folk, turkish pop",4wUW7kHHWkLQpcBbVAb6y6,0.366,0.316,0.264,71.205,267427
Ebru Gundes,Yaparim Bilirsin,287872,5951,0,0,"arabesk, turkish folk, turkish pop",6XFieuPToQvo7PbaSPswT6,0.851,0.78,0.656,107.001,189440
Echosmith,Cool Kids,0,0,0,237626,"electropop, indie poptimism, viral pop",6F3rsHoWYPCI7BTx3QvcKS,0.772,0.815,0.898,130.012,211385
Ed Solo,Lifes Gets Better,524871,0,8549,0,"breakbeat, jungle, ragga jungle",6rDBgikh2UXmmEun18edJ3,0.86,0.882,0.973,127.023,261176
Eddie Rabbitt,Every Which Way but Loose - 2009 Remaster,0,0,0,11242,"classic country pop, country, country rock, mellow gold, soft rock",73xcnqBwjnGwAlrfBomLP3,0.598,0.483,0.452,130.663,171653
Edith Whiskers,Home,541000,0,0,0,,18V1UiYRvWYwn01CRDbbuR,0.72,0.197,0.284,120.024,197360
Edward Sharpe & The Magnetic Zeros,40 Day Dream,233586,0,0,0,"la indie, stomp and holler",6qSViwr8Z1ERkL2ZVun3VY,0.56,0.681,0.644,81.991,232691
Edward Sharpe & The Magnetic Zeros,Home,3094692,0,0,0,"la indie, stomp and holler",0cPFDJKfL1CRsIirnN3mgW,0.596,0.577,0.129,111.79,304000
Edward Sharpe & The Magnetic Zeros,Man on Fire,258959,0,0,0,"la indie, stomp and holler",0rg69E3wqGu7cGZCIkHvdS,0.476,0.478,0.489,89.06,259080
Edwin Rosen,Vertigo,0,0,0,152320,neue neue deutsche welle,1gVVSmhWjci8l9Vrsl6HaS,0.416,0.819,0.632,140.083,193520
Eels,I'm Going to Stop Pretending That I Didn't Break Your Heart,0,484698,36799,75305,"alternative rock, chamber pop, melancholia",4UErgOLWkzr9h85aRuw78r,0.649,0.25,0.0451,97.093,234933
Eftalya Yagci,Masum Degil,0,213000,0,213000,turkish pop,55GPWrRJweqOf8DYof1EwW,0.796,0.455,0.132,119.985,213000
Eftalya Yagci,Sevmis Gibi,0,0,0,22506,turkish pop,4NeOAItkkLHPOw35eDdGQo,0.816,0.543,0.314,110.025,150004
Ege Kagan,Teeth,0,3283,0,200495,,3NxWJWftvkstyxvb1pZlFo,0.745,0.454,0.43,139.007,205503
Egemen Akkol,Yarim - Akustik,0,149,0,0,,6sTTItRMejL48gif2RDklE,0.517,0.407,0.331,160.148,206000
Eibell,SPINBACK,0,50991,0,0,sped up,3NDgRxQsoaJYJZjdUdqLXl,0.684,0.487,0.235,129.951,82385
Electric Guest,Ritual Union,345721,0,43955,0,"indietronica, la indie",5uTjNzGKCQ50synrf9dWmT,0.7,0.738,0.796,144.035,210267
Eleni Karaindrou,Eternity And A Day: 2. By The Sea,0,331752,118025,299455,"greek contemporary classical, soundtrack",595G0No6FI82sWWsbsQEoX,0.361,0.0437,0.18,162.158,107000
Eleni Karaindrou,Karaindrou: To Vals Tou Gamou,2367,296987,203458,410919,"greek contemporary classical, soundtrack",7lmhOEq3UJGm9LOgjbdbWm,0.199,0.0852,0.35,185.57,198680
Eleni Karaindrou,The Weeping Meadow,0,64,0,0,"greek contemporary classical, soundtrack",4HzD8n7PyUr8gkGRj59hGv,0.227,0.235,0.174,92.346,236067
Elijah Frazier,Consistency,0,1253,0,0,,0pA1KdUSZEDAL0swN18Mh8,0.798,0.546,0.504,129.961,220423
Elijah Lee,Dreamy,0,1813,0,0,lo-fi study,2MjH8zGem3EI6QhOQNaNLE,0.192,0.0498,0.117,80.004,210000
Elliott Smith,Angel In The Snow,0,11263,0,0,"alternative rock, indie rock, melancholia, singer-songwriter",7Cy8GDa9fgMatoRGFIKjg9,0.354,0.226,0.205,215.634,157360
Elliott Smith,Between The Bars,0,0,0,141280,"alternative rock, indie rock, melancholia, singer-songwriter",1JbUMtVkQuaAPdHOvncVTm,0.523,0.0774,0.354,135.207,141200
Elliott Smith,I Didn't Understand,0,0,0,137533,"alternative rock, indie rock, melancholia, singer-songwriter",3IQApXKUun0iHHtpsvI7xL,0.253,0.154,0.223,79,137533
Eluveitie,Inis Mona,0,1184,0,0,"celtic metal, folk metal, gothic symphonic metal, hurdy-gurdy, power metal, swiss metal, symphonic metal",1KmeyQfVjX1odybN9aEfWt,0.43,0.991,0.276,107.031,249240
Elvis Costello,She,0,5332,0,0,"new wave, new wave pop, permanent wave, power pop, singer-songwriter",0SA0mMXWh23raZ6xzOCU2V,0.35,0.621,0.459,83.375,253387
Eminem,25 To Life,0,4501,0,0,"detroit hip hop, hip hop, rap",0dyWQoMOU9oERL6c9vxtRp,0.701,0.931,0.362,79.996,241587
Eminem,Amityville,0,91023,0,0,"detroit hip hop, hip hop, rap",0erTM8A9ro5kzcNc962jHd,0.618,0.929,0.672,79.864,254773
Eminem,Ass Like That,895,240439,21829,69624,"detroit hip hop, hip hop, rap",4gXdMZkBN1neE9nX6yRALa,0.646,0.796,0.676,83.093,265480
Eminem,Berzerk,0,25216,0,0,"detroit hip hop, hip hop, rap",6Xk7PnitV9jCRorWt2LiVZ,0.739,0.872,0.684,95.084,238746
Eminem,Bitch Please II,2068,623678,92008,1124170,"detroit hip hop, hip hop, rap",7lgvU7WnwcNZ8dbGUz8yhP,0.918,0.586,0.779,95.517,288200
Eminem,Cinderella Man,0,1728,0,0,"detroit hip hop, hip hop, rap",4SE4yewyGpOYfxfx59Yjc5,0.679,0.908,0.687,85.918,279013
Eminem,Cleanin' Out My Closet,1962,682936,5323,598133,"detroit hip hop, hip hop, rap",3Hm9ljHpqTXAFYFtGDTyKj,0.907,0.757,0.887,148.039,298187
Eminem,Crack A Bottle,298298,634444,1428,197327,"detroit hip hop, hip hop, rap",4dK00wCxlqWEeN8BoM1BHT,0.516,0.874,0.391,169.561,297520
Eminem,Criminal,0,35110,0,0,"detroit hip hop, hip hop, rap",6T689Jvh5KrSXyaPtUWZtQ,0.696,0.734,0.711,107.987,225080
Eminem,From The D 2 The LBC (with Snoop Dogg),0,1173,0,0,"detroit hip hop, hip hop, rap",7My9ca9QEIR8MvIOdIrTWA,0.73,0.785,0.596,82.037,215120
Eminem,Gnat,0,1130,0,0,"detroit hip hop, hip hop, rap",6cS9PmLky2NhLOhpIsUlow,0.835,0.869,0.82,140.945,224656
Eminem,Go To Sleep,6975,284532,3755,2729,"detroit hip hop, hip hop, rap",66ezChUOWvgzRQAi3Ay1wt,0.571,0.861,0.372,179.815,282027
Eminem,Godzilla (feat. Juice WRLD),0,1216,0,0,"detroit hip hop, hip hop, rap",7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,0.829,165.995,210800
Eminem,Guilty Conscience,0,202170,0,0,"detroit hip hop, hip hop, rap",6da04YB906XonC6IQNC44u,0.66,0.789,0.513,182.218,199333
Eminem,Guns Blazing (feat. Dr. Dre & Sly Pyper),0,981,0,0,"detroit hip hop, hip hop, rap",3WpHqtFUwzIQBsV9YC5iNc,0.782,0.874,0.655,119.959,196181
Eminem,Higher,0,597,0,0,"detroit hip hop, hip hop, rap",1ZozJfi8u9cO2Ob8KwiwNT,0.459,0.83,0.431,155.827,316733
Eminem,In Your Head,0,874,0,0,"detroit hip hop, hip hop, rap",5qykEZTHAcplCLrynoLRnN,0.647,0.778,0.252,82.918,182640
Eminem,Is This Love ('09) (feat. 50 Cent),0,2751,0,0,"detroit hip hop, hip hop, rap",7rK0iM6jwuo1oizdx8suQA,0.853,0.776,0.659,94.028,212013
Eminem,Just Don't Give A Fuck,0,514899,57922,11872,"detroit hip hop, hip hop, rap",2MEvYNn2tRvFDAucAtAKVq,0.539,0.931,0.685,85.571,242573
Eminem,Just Lose It,0,8106,0,0,"detroit hip hop, hip hop, rap",0qcjuYtMWhBjXg0Xwt5SzS,0.94,0.633,0.962,121.003,248680
Eminem,Kill You,0,264400,0,0,"detroit hip hop, hip hop, rap",0kEZlJh4mK1QRfb3CT5LPk,0.753,0.68,0.192,105.977,145078
Eminem,Killshot,0,0,0,120127,"detroit hip hop, hip hop, rap",1jo3TwNGCXfNdB5uba3ZVv,0.893,0.651,0.6,105.835,253580
Eminem,Legacy,0,7061,0,0,"detroit hip hop, hip hop, rap",1mavQ4WCzXSeL2Dm5DS4GQ,0.664,0.899,0.534,164.125,296269
Eminem,Like Toy Soldiers,0,5077,0,0,"detroit hip hop, hip hop, rap",46cIgUvcF1ydRwHIa7uaVw,0.669,0.799,0.395,81.863,290453
Eminem,Lose Yourself,3198,1332044,1713906,336980,"detroit hip hop, hip hop, rap",5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,0.0612,171.374,326467
Eminem,Love The Way You Lie,0,252256,0,0,"detroit hip hop, hip hop, rap",15JINEqzVMv3SvJTAXAKED,0.749,0.925,0.641,86.989,263373
Eminem,Lucky You (feat. Joyner Lucas),244679,3500208,1555253,0,"detroit hip hop, hip hop, rap",60SdxE8apGAxMiRrpbmLY0,0.876,0.786,0.575,153.068,244679
Eminem,Mockingbird,0,301405,5015,533470,"detroit hip hop, hip hop, rap",2WkDse9iWfZPjDx16erqWi,0.535,0.865,0.715,177.139,178061
Eminem,My Name Is,0,1898,0,0,"detroit hip hop, hip hop, rap",75IN3CtuZwTHTnZvYM4qnJ,0.869,0.68,0.815,85.519,268400
Eminem,Never Enough,64155,165907,48654,2453,"detroit hip hop, hip hop, rap",0Gl5s8IhMmQE5YQwM8Qx1J,0.277,0.394,0.227,86.777,207787
Eminem,No Love,0,9215,0,0,"detroit hip hop, hip hop, rap",08SB2OtZkaliju77WYEKxk,0.707,0.618,0.517,133.876,231498
Eminem,Not Afraid,0,533,0,0,"detroit hip hop, hip hop, rap",7Ie9W94M7OjPoZVV216Xus,0.855,0.954,0.668,114.635,248133
Eminem,Puke,0,130965,0,0,"detroit hip hop, hip hop, rap",5F94xbz85nE6wfZGHqOMCG,0.763,0.783,0.529,81.975,247827
Eminem,Rap God,1066,922569,1820,860344,"detroit hip hop, hip hop, rap",6or1bKJiZ06IlK0vFvY75k,0.708,0.843,0.625,148.14,363521
Eminem,Remember Me?,0,218533,0,0,"detroit hip hop, hip hop, rap",2cFGv8v5DcbJXHEdzouFne,0.534,0.0556,0.272,92.65,69813
Eminem,River (feat. Ed Sheeran),0,1151,0,0,"detroit hip hop, hip hop, rap",1cS0TgbR263ey9jn0MwD2s,0.748,0.749,0.659,90.09,221013
Eminem,Sing For The Moment,327636,3922030,1626013,1358184,"detroit hip hop, hip hop, rap",3CpoeW0cZSDzIRv5z34F87,0.668,0.824,0.185,163.961,339547
Eminem,Stan,519052,1567620,2441931,1533790,"detroit hip hop, hip hop, rap",3UmaczJpikHgJFyBTAJVoz,0.78,0.768,0.507,80.063,404107
Eminem,Steve Berman,0,53573,0,0,"detroit hip hop, hip hop, rap",0DaZU7iKgXMelfXCkCOgBK,0.663,0.626,0.837,148.087,53573
Eminem,Superman,1471,556789,9426,363275,"detroit hip hop, hip hop, rap",4woTEX1wYOTGDqNXuavlRC,0.802,0.755,0.58,130.027,350320
Eminem,Survival,0,11028,0,0,"detroit hip hop, hip hop, rap",3stOygN0I7CIvkEB2LJGbv,0.459,0.899,0.437,176.384,272417
Eminem,The Monster,0,48303,0,0,"detroit hip hop, hip hop, rap",48RrDBpOSSl1aLVCalGl5C,0.781,0.853,0.624,110.049,250189
Eminem,The Real Slim Shady,1641,292624,5517,443292,"detroit hip hop, hip hop, rap",3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,0.76,104.504,284200
Eminem,The Real Slim Shady - Instrumental,0,5034,0,0,"detroit hip hop, hip hop, rap",44l7EgOeKWLNHe0BU9KiiV,0.797,0.465,0.984,105.012,265363
Eminem,The Ringer,0,1557,0,0,"detroit hip hop, hip hop, rap",2jt2WxXMCD4zjACthkJQVE,0.939,0.551,0.42,118.552,337941
Eminem,The Way I Am,0,291940,0,0,"detroit hip hop, hip hop, rap",23wfXwnsPZYe5A1xXRHb3J,0.785,0.871,0.315,87.248,290427
Eminem,Those Kinda Nights (feat. Ed Sheeran),0,1748,0,0,"detroit hip hop, hip hop, rap",0VSzREd1OjEWJ9tXoFHRQH,0.794,0.637,0.393,103.868,177693
Eminem,Till I Collapse,1471,1229031,278666,960,"detroit hip hop, hip hop, rap",4xkOaSrkexMciUUogZKVTS,0.548,0.847,0.1,171.447,297787
Eminem,Tragic Endings (feat. Skylar Grey),0,0,0,0,"detroit hip hop, hip hop, rap",3xpTHrC1b6dmiLEeM5jO0z,0.665,0.769,0.512,80.971,252027
Eminem,Unaccommodating (feat. Young M.A),0,0,0,0,"detroit hip hop, hip hop, rap",0q2vG0UVuy6ajjcpkQHdZM,0.852,0.752,0.389,89.95,216600
Eminem,Under The Influence,0,167654,0,0,"detroit hip hop, hip hop, rap",5IgjP7X4th6nMNDh4akUHb,0.733,0.69,0.31,116.992,184613
Eminem,Venom - Music From The Motion Picture,0,4415,0,0,"detroit hip hop, hip hop, rap",2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,0.46,135.959,269554
Eminem,We Made You,0,640,0,0,"detroit hip hop, hip hop, rap",4UMTp91LHhvW33ol9ZQH0Q,0.924,0.853,0.67,114.003,269613
Eminem,When I'm Gone,278341,1418767,198620,768732,"detroit hip hop, hip hop, rap",2lRI7n5b9jlPYsEpRuots6,0.608,0.745,0.725,150.068,281120
Eminem,White America,0,960,0,0,"detroit hip hop, hip hop, rap",15qrWkkYCfmtu1uRpGf48L,0.558,0.615,0.16,76.673,324547
Eminem,Who Knew,0,227760,0,0,"detroit hip hop, hip hop, rap",2hns6Dv29Yrg68AVTJiAyA,0.688,0.734,0.46,140.004,208493
Eminem,Without Me,0,1471,0,0,"detroit hip hop, hip hop, rap",7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,0.662,112.238,290320
Emir Can Igrek,Beyaz Skandalim,0,31374,0,0,turkish alt pop,7gI0722sWUhVpI0xOpejmZ,0.438,0.664,0.767,89.737,215488
Emir Can Igrek,Defoluyorum,0,0,0,165538,turkish alt pop,5u5gH4rQXu8zo3G3Y7D4Td,0.42,0.191,0.677,91.015,165098
Emir Can Igrek,Nalan,0,0,0,2840,turkish alt pop,3N304YQk9QuT4VY5ulXbuI,0.54,0.418,0.189,91.042,199959
Emir Can Igrek,Yanginli Siir,0,0,0,0,turkish alt pop,4YJGIc5JG9IWracIH4POCO,0.458,0.459,0.384,152.076,233252
Emma Peters,Xnxx,0,0,0,0,french pop,1UaAsChCtSGkp39lcOtImC,0.757,0.387,0.586,129.974,208625
Emre Akbay,Tohumlar,0,2645,0,0,turkish singer-songwriter,6LyOZaLm3nbnpo2LPHSKOp,0.31,0.325,0.183,101.062,303000
Emre Altug,Neyleyim,0,0,0,895,turkish pop,6KYqVrYa6Ni3BimQedKdub,0.588,0.667,0.307,96.064,245074
Emre Nalbantoglu,Ihtimal,1173,647980,482434,555043,"turkish alternative, turkish rock",5rzMQABjEKfXz2zDL5G0LN,0.714,0.713,0.839,175.888,191406
Emre Nalbantoglu,Kayik,1429,5107,309830,941345,"turkish alternative, turkish rock",6y4GYuZszeXNOXuBFsJlos,0.584,0.911,0.606,92.502,221426
Eno,Mon Ami,0,0,0,192596,,1Ur6GfFDRVETuMIRNiI3zq,0.854,0.74,0.27,100.025,156000
Eoxinum,What Falling In Love Feels Like,0,65057,0,0,,7bRkgXCLzOORPxfp2lVuUk,0.416,0.101,0.0396,111.998,183655
Epica,Blank Infinity,0,998,0,0,"dutch metal, gothic metal, gothic symphonic metal, opera metal, power metal, symphonic metal",2rPsmAJlNau7tYSTAwLdiV,0.609,0.747,0.566,126.011,241493
Epica,Feint,0,21478,0,0,"dutch metal, gothic metal, gothic symphonic metal, opera metal, power metal, symphonic metal",5wWrVP5z7uV6ZtRN4RPfgw,0.395,0.912,0.174,174.048,259310
Epica,Serenade of Self-Destruction,0,2182,0,0,"dutch metal, gothic metal, gothic symphonic metal, opera metal, power metal, symphonic metal",1Ft5yeIoMY9vHTiPGMfFS9,0.392,0.915,0.161,179.915,592320
Eren Karayilan,Annem Etegimi Vermedi,0,0,0,65320,,37TjwXOPHpUwPbRzjTqJFW,0.705,0.929,0.935,130.054,161077
Eren Karayilan,Gunah,0,0,0,338439,,414z3TKxkE4M4M0E4WlONL,0.66,0.633,0.393,160.187,141445
Erik Satie,Gnossienne: No. 1,7439,431912,431221,7070121,"classical, early avant garde, early modern classical, impressionism, post-romantic era",5NGtFXVpXSvwunEIGeviY3,0.468,0.0127,0.356,72.776,205867
Erika Lundmoen,Iad,26790,599123,594050,0,"russian alt pop, zhenskiy rep",2YSzYUF3jWqb9YP9VXmpjE,0.663,0.67,0.138,136.952,260111
Erkan Ogur,Firat Agiti,0,7402,0,0,"ney, turkish folk, turkish jazz",3746cVSYCNAiQoctExJAQj,0.208,0.0842,0.0895,88.766,375792
Erkan Ogur,Gnossienne No.1,0,1088,0,0,"ney, turkish folk, turkish jazz",0xiM8EA89dvymLKODbtVjC,0.48,0.094,0.144,73.329,279057
Erkin Koray,Copculer,0,229773,0,0,anadolu rock,2Ejiv4HRKNxb76jt0FxCl1,0.469,0.486,0.595,130.737,239267
Erkin Koray,Magarada Dugun,0,50540,0,0,anadolu rock,4SOQwVWJdqWWa0YbZl7VrW,0.677,0.723,0.806,88.759,176030
Erkin Koray,Seni Her Gordugumde,0,0,137292,0,anadolu rock,5MAv1RGwsagnfxgzB1nYqz,0.587,0.529,0.625,119.103,199173
Erkin Koray,Tek Basina,0,301906,0,0,anadolu rock,16Fsy3eD0HEpxjVGUne91D,0.391,0.899,0.581,167.028,301907
Ero,BALTIMORE,0,960,0,0,"italian adult pop, mexican pop",75rWEZDZB8p9ZKLP9sEpZJ,0.81,0.69,0.458,124.977,240960
Ero,VVS,0,105514,0,0,"italian adult pop, mexican pop",3pEP9sPglz2hVxA8BUsB7S,0.712,0.583,0.512,79.995,168179
Ersan Erdura,Acilar Surekli Olamaz,0,2218,0,0,classic turkish pop,2BJHiH6oNlSOV282f2AFxU,0.536,0.47,0.582,130.781,198364
