artistName,trackName,fall,spring,summer,winter,genres,track_id,danceability,energy,valence,tempo,duration_ms
Mercuzio Pianist,"J'y suis jamais alle - Theme from ""Amelie""",0,102516,0,0,,1tjYTA591mOo8jnAlk7T65,0.517,0.41,0.317,105.034,91040
Mert,Mula,0,97928,0,0,turkish alt pop,28UMEtwyUUy5u0UWOVHwiI,0.672,0.322,0.496,113.852,201680
Mert,Ruf mich nicht an,0,162086,0,0,turkish alt pop,769nNvpkKj87gthV3Y1KlK,0.769,0.717,0.485,104.369,155266
Mert Demir,Antidepresan,0,263423,243374,729585,turkish alt pop,4OH5Cd8ZOI1eSgJSC9PYmU,0.7,0.589,0.915,100.014,240125
Mert Demir,Benden Kimseye Hayir Yok,1010,626947,1450,1157385,turkish alt pop,61Yv4q6KjiYZhBWVks89tp,0.297,0.0574,0.14,56.776,204750
Mert Demir,GEBEREBILIRIM,243285,704095,7318,2645,turkish alt pop,775B8uFX84CpoAx5uaBYrG,0.664,0.437,0.605,121.939,258680
Metallica,Astronomy,0,812,0,0,"hard rock, metal, old school thrash, rock, thrash metal",6FCSwETzhnykKYJLIMTewZ,0.331,0.782,0.157,85.741,397533
Metallica,Fade To Black - Remastered,0,922711,5036,85544,"hard rock, metal, old school thrash, rock, thrash metal",0dqGfCMAGyDgpUAgLNOjWd,0.256,0.929,0.278,113.47,417227
Metallica,My Friend Of Misery,362,10426,47884,11686,"hard rock, metal, old school thrash, rock, thrash metal",6e9oTF6tSrSReHI6IcHZef,0.567,0.855,0.329,119.513,409667
Metallica,Nothing Else Matters,0,626,0,0,"hard rock, metal, old school thrash, rock, thrash metal",2CtemffYhT0DJWcT1XW047,0.547,0.394,0.17,142.37,388733
Metallica,One,0,603,0,0,"hard rock, metal, old school thrash, rock, thrash metal",7CyPwkp0oE8Ro9Dd5CUDjW,0.522,0.641,0.202,87.51,244685
Metallica,Orion,0,1408,0,0,"hard rock, metal, old school thrash, rock, thrash metal",4xyWJM4kscTROV2RESdwpd,0.367,0.672,0.382,128.497,507227
Metallica,The Four Horsemen - Remastered,0,510,0,0,"hard rock, metal, old school thrash, rock, thrash metal",4YPgTCGJWAlHQ5g6eWoM8r,0.222,0.938,0.329,203.098,432547
Metallica,Until It Sleeps,0,4736,0,0,"hard rock, metal, old school thrash, rock, thrash metal",63aVbch5VRXtQnCITdeDTZ,0.562,0.919,0.728,113.357,269573
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),652180,0,867909,97224,rap,2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,0.172,97.95,221520
Metro Boomin,Lock On Me (with Travis Scott & Future),187062,0,528669,0,rap,0OoNzMdPSgbkM5MkcuEZfm,0.746,0.497,0.169,93.971,174707
Metro Boomin,Only 1 (Interlude) (with Travis Scott),0,0,146849,0,rap,4cEqoGTqPRZy76Yl3ymj3V,0.317,0.239,0.391,78.251,80467
Metro Boomin,Overdue (with Travis Scott),960,0,35323,0,rap,6LyAwkJsHlW7RQ8S1cYAtM,0.638,0.4,0.495,150.133,166093
Metro Boomin,Space Cadet (feat. Gunna),1066,13444,0,0,rap,1fewSx2d5KIZ04wsooEBOz,0.901,0.464,0.638,109.004,203267
Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],1110409,170422,710582,0,rap,4i5inRVohwnVShWLugsbCA,0.723,0.588,0.454,116.655,182667
Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),0,0,28000,0,rap,2Hh3ETdQKrmSI3QS0hme7g,0.684,0.671,0.156,88.048,199920
Metro Boomin,Trance (with Travis Scott & Young Thug),0,0,35062,0,rap,5wG3HvLhF6Y5KTGlK0IW3J,0.571,0.549,0.447,119.497,194787
Metronomy,Reservoir,194735,0,0,0,"alternative dance, electronica, french indie pop, indietronica, neo-synthpop, new rave, socal pop punk",7nf4IieIo1lCydDgwW0WaD,0.811,0.792,0.687,99.246,319307
Michael Jackson,Beat It,9280,0,0,0,"r&b, soul",3BovdzfaX4jb5KFQwoPfAw,0.776,0.711,0.901,138.728,258400
Michael Jackson,Billie Jean,184575,0,0,0,"r&b, soul",5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,0.847,117.046,293827
Michael Jackson,Smooth Criminal - 2012 Remaster,1352457,0,0,0,"r&b, soul",2bCQHF9gdG5BNDVuEIEnNk,0.853,0.981,0.595,118.193,257760
Michael Jackson,Thriller,23916,0,0,0,"r&b, soul",3S2R0EVwBSAVMd5UMgKTL0,0.773,0.859,0.813,118.459,357267
Michael Kiwanuka,Cold Little Heart - Radio Edit,0,0,0,210299,"british soul, neo soul, psychedelic soul, soul",7KX65PC1UZuImsUInThbav,0.629,0.58,0.655,110.264,210300
Michael Kiwanuka,Home Again,0,916,0,0,"british soul, neo soul, psychedelic soul, soul",46EuzanXhKwIc7755wLAvS,0.524,0.321,0.27,85.328,212373
Michael Nyman,Breaking the Spell - Instrumental,0,0,0,157732,"british contemporary classical, british soundtrack, compositional ambient, minimalism, post-minimalism",0t0awsq3dTaAMiPjgREIjq,0.201,0.158,0.129,71.153,78867
Michael Nyman,"I Know your voice, Sarah - Instrumental",0,0,0,111958,"british contemporary classical, british soundtrack, compositional ambient, minimalism, post-minimalism",3WWFQEJ8ZiuiLZnNDkZj3H,0.0889,0.22,0.037,86.243,248067
Miel De Montagne,J'y peux rien,0,100677,0,0,"french indie pop, french indietronica",0eXIlXgGQTD6hezaxdl3wO,0.806,0.458,0.21,114.019,181804
Migos,Bad and Boujee (feat. Lil Uzi Vert),0,343150,0,0,"atl hip hop, hip hop, pop rap, rap, trap",0M9ydKzuF3oZTfYYPfaGX1,0.926,0.666,0.168,127.079,343150
Migos,Narcos,114700,0,0,0,"atl hip hop, hip hop, pop rap, rap, trap",0wbnC9AUenxp613TYaJsGK,0.936,0.585,0.242,124.991,255379
Migos,Open It Up,246607,1361949,8095,700888,"atl hip hop, hip hop, pop rap, rap, trap",2LOkdHHNKdEx24cQELBaD8,0.767,0.869,0.474,125.007,245798
Migos,Walk It Talk It,0,725,0,0,"atl hip hop, hip hop, pop rap, rap, trap",6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,0.395,145.914,276147
Mild High Club,Homage,0,0,0,122690,"indie garage rock, neo-psychedelic",7DcJ6fEBb7BaKuYKTwiDxK,0.546,0.465,0.415,73.369,177493
Miley Cyrus,Adore You,0,0,0,222357,pop,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,0.569,99.048,207133
Milky Chance,Down By The River - Acoustic Version,322561,0,0,139605,"german pop, modern rock",2rka4zjHzif5Y3yBBFgBU3,0.778,0.219,0.167,105.871,139605
Milky Chance,Feathery - Acoustic Version,1002,0,0,0,"german pop, modern rock",0uzXkr7VvpPMG5MzRgXQM0,0.456,0.326,0.19,138.73,182374
Milky Chance,Flashed Junk Mind,262000,0,172386,0,"german pop, modern rock",2UAWVtEwFLJqdJsT8FCzKX,0.839,0.83,0.908,117.997,261973
Milky Chance,Flashed Junk Mind - Acoustic Version,1133984,0,2491408,185339,"german pop, modern rock",3XjNIRMZhz8dzM1XkD2VS0,0.817,0.371,0.41,115.877,185340
Milky Chance,It Is What It Is,0,0,150426,0,"german pop, modern rock",1558CwDaXSZiCplq9AaH0q,0.813,0.657,0.805,95.969,146770
Milky Chance,Loveland - Acoustic Version,177726,0,0,0,"german pop, modern rock",0p8PhJtNjycGLW2tVUJCU2,0.757,0.254,0.315,101.894,177726
Milky Chance,Save Your Tears (Acoustic),1061885,0,0,367855,"german pop, modern rock",1X6Kmaa2Yq70vF0cIQ6V0f,0.766,0.523,0.691,119.981,183277
Milky Chance,Stolen Dance,2503931,0,4620144,0,"german pop, modern rock",0ZfByLXCeKchuj7zi1CJ0S,0.879,0.565,0.685,114.009,313627
Milky Chance,Stunner - Acoustic Version,172933,0,0,0,"german pop, modern rock",6fyKPP5hJRrBkc3dpOnabO,0.712,0.429,0.508,95.959,172933
Milky Chance,Troubled Man,5098,0,0,0,"german pop, modern rock",0RtXNY1EREFz5sO94TIHM9,0.96,0.652,0.887,123.974,155173
Milky Chance,Unknown Song,737285,0,0,401605,"german pop, modern rock",2zR85boqjMOKPygjdDbGbC,0.74,0.503,0.548,118.026,250521
Milmine,Vieil Amour,0,160686,0,0,kansas indie,5kmw8k8nMbIN5gVQwpgbD1,0.445,0.635,0.239,147.638,269189
Miracle Musical,Introduction to the Snow,0,0,0,101007,pov: indie,7qLs0IyUn6TrqgMzQ33SdH,0.339,0.23,0.113,66.352,101007
Mirkelam,Unutulmaz,0,10011,0,0,turkish pop,2bqFeUAThDTQ6AKekSSkJP,0.545,0.887,0.515,157.876,200882
Miss Grit,Like You,0,0,0,134080,,3jEqrIfwKO0M8ALu3TGilF,0.714,0.6,0.504,82.017,205840
Misun,Eli Eli,169519,0,5179,0,,7g8UMcWfpGc7AONTBHNL5T,0.628,0.0915,0.374,109.085,183880
Mitski,A Burning Hill,0,0,0,109627,"brooklyn indie, pov: indie",6gz3orrUlKresI8GShSkdq,0.462,0.191,0.0996,132.034,109628
Mitski,A Pearl,2900,538768,73501,842468,"brooklyn indie, pov: indie",7fd3aMiuwHWKsTdZafjOfZ,0.295,0.637,0.221,84.551,156146
Mitski,"Because Dreaming Costs Money, My Dear",3130,1039313,175526,1962852,"brooklyn indie, pov: indie",4Ghr5ZxYQ9ti06fRTltVop,0.342,0.169,0.194,79.796,185071
Mitski,Class of 2013,0,0,0,109824,"brooklyn indie, pov: indie",39bPZbBmJfBgNJUtbOua0D,0.439,0.22,0.121,125.201,109824
Mitski,Come into the Water,0,0,0,184768,"brooklyn indie, pov: indie",6DkFiavp15l8YTHQXuFuEZ,0.402,0.381,0.365,90.068,92385
Mitski,Crack Baby,0,0,0,182370,"brooklyn indie, pov: indie",0I0MPzbmzsjpttpkqWgNyx,0.181,0.553,0.057,63.608,292032
Mitski,Door,0,0,0,1898,"brooklyn indie, pov: indie",0TGArkMCrtF5KaRT7ZvNHu,0.76,0.746,0.199,125.206,142016
Mitski,First Love/Late Spring,4933,571888,281989,901780,"brooklyn indie, pov: indie",3sslYZcFKtUvIEWN9lADgr,0.445,0.543,0.102,99.963,278640
Mitski,Francis Forever,149,840503,51240,585168,"brooklyn indie, pov: indie",5411TEB6tlzvuF5A4oyldr,0.535,0.448,0.32,101.986,149680
Mitski,Heat Lightning,0,0,0,171931,"brooklyn indie, pov: indie",01vuMD0IeeHeQTSUk0f7iK,0.542,0.268,0.255,139.973,171931
Mitski,I Bet on Losing Dogs,0,1194,0,0,"brooklyn indie, pov: indie",2Co0IjcLTSHMtodwD4gzfg,0.398,0.493,0.412,82.048,170240
Mitski,I Want You,0,266811,196580,597308,"brooklyn indie, pov: indie",6toWkONJh8r2dvDIebGVyd,0.793,0.5,0.279,124.976,251750
Mitski,Jobless Monday,0,0,0,126746,"brooklyn indie, pov: indie",3ngZf8e29zHlW4gNMQb6IR,0.434,0.442,0.203,100.019,126747
Mitski,Last Words of a Shooting Star,62541,440707,5444,331854,"brooklyn indie, pov: indie",7gn3NdQez9Pwbqak4gspz5,0.391,0.167,0.0965,130.498,164227
Mitski,Liquid Smooth,1770,309547,205652,728772,"brooklyn indie, pov: indie",3XCveEutwTaDiekRkkfdp9,0.424,0.342,0.124,76.235,169773
Mitski,Nobody,0,0,0,193429,"brooklyn indie, pov: indie",2P5yIMu2DNeMXTyOANKS6k,0.398,0.717,0.487,117.296,193429
Mitski,Old Friend,0,0,0,116430,"brooklyn indie, pov: indie",7vJRHZP1PuNwjUcoCsWlul,0.202,0.176,0.3,152.633,155373
Mitski,Pearl Diver,0,0,0,164226,"brooklyn indie, pov: indie",6jaD8oGpAkZRvJaZ76amtb,0.324,0.152,0.174,89.643,164227
Mitski,Pink in the Night,84729,14291,62237,180928,"brooklyn indie, pov: indie",51vArgRF64yIWk3JIcRITo,0.208,0.413,0.113,103.071,136668
Mitski,Texas Reznikoff,0,0,0,132000,"brooklyn indie, pov: indie",171WZ8005jWCCvrefjPNxM,0.389,0.263,0.367,73.017,132000
Mitski,The Only Heartbreaker,0,0,0,28390,"brooklyn indie, pov: indie",4VYNZbmI3ixv9mlTTd9NKc,0.485,0.747,0.589,151.212,184549
Mitski,"Valentine, Texas",0,0,0,155015,"brooklyn indie, pov: indie",21r4kosHuDosz3AIdXqUGk,0.161,0.368,0.0386,175.778,155016
Mitski,Washing Machine Heart,85,703,0,0,"brooklyn indie, pov: indie",3jjsRKEsF42ccXf8kWR3nu,0.613,0.822,0.567,105.997,128199
Mitski,Your Best American Girl,703,684603,26172,2560103,"brooklyn indie, pov: indie",7g5qe8VITjr13RIe8uM2p6,0.362,0.258,0.133,77.021,212184
Mo'kalamity,Petit bonhomme,896,0,0,0,french reggae,7kXEj9lftHTSNK28Q8vCBS,0.887,0.658,0.816,116.019,214013
Mo'kalamity,Vision,711237,0,0,0,french reggae,0gLQ6jhJsyYfl7PrD1RZ7X,0.256,0.464,0.355,205.362,209293
Mobb Deep,Give It Up Fast (feat. Nas & Big Noyd),241885,490317,254431,241170,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",6iZoxNIqQ9oPvMYuE8rhQj,0.791,0.938,0.587,89.977,238440
Mobb Deep,Give Up the Goods (Just Step) (feat. Big Noyd),0,3690,0,0,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",61VlApj8p2ZaP0WTunTrKT,0.782,0.597,0.528,94.631,243133
Mobb Deep,Hell on Earth (Front Lines),7359,1114867,776875,383764,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1RjU7UhRICmdFPKxCucLgq,0.875,0.658,0.661,92.038,274093
Mobb Deep,Put 'Em In Their Place,362,0,0,0,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1xv16OOHQcYUiS0y8pU9Kx,0.661,0.819,0.558,87.001,236680
Mobb Deep,Quiet Storm,3391,0,6710,0,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1JhpdM2PtIsKC0lrBTPSAK,0.218,0.583,0.383,170.835,468653
Mobb Deep,"Shook Ones, Pt. II",682,1648138,1000241,1141344,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",33ZXjLCpiINn8eQIDYEPTD,0.763,0.786,0.504,93.857,325507
Mobb Deep,Survival of the Fittest,203318,2597966,1194340,576787,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",7N1Vjtzr1lmmCW9iasQ8YO,0.813,0.703,0.241,94.828,224533
Model,Bak Bir Varmis Bir Yokmus,0,9918,0,0,crank wave,7lisbdt0svWd4urEsQCMlK,0.746,0.408,0.837,117.94,142478
Model,Degmesin Ellerimiz,0,269400,1486,0,crank wave,0RoQ5sk1Z9PH2xki3gv5hO,0.615,0.757,0.556,99.96,267703
Model,Degmesin Ellerimiz - Akustik,0,0,0,2450,crank wave,5EXJP4Elkt7eyotBW7fOSk,0.602,0.494,0.4,99.816,268460
Model,Mey,0,189389,0,0,crank wave,7H2uwSkd2mhRKyTOPRDE2L,0.803,0.821,0.728,99.971,168465
Model,Muzik Kutusu,118927,955956,21256,419101,crank wave,6RH5a8bayUrezx9eihDPLS,0.654,0.26,0.712,80.231,174750
Model,Pembe Mezarlik,0,257649,0,0,crank wave,1cwth5tNynCfH2ZYCmShDc,0.538,0.84,0.718,140.024,255347
Moderator,Cat's Eyes (Private Little World),0,0,0,13269,greek downtempo,1onsOQJ2kYJIHVckUIiJtW,0.683,0.255,0.366,79.037,115209
Moderator,Words Remain,0,0,0,1536,greek downtempo,1AW4amyytwC0JNVmpVngIN,0.619,0.695,0.718,80.775,207284
Modern Baseball,I Think You Were in My Profile Picture Once,0,0,0,79796,"alternative emo, emo, philly indie, pov: indie",18mGXTNsyfqwE3AZ9WbEy0,0.556,0.481,0.351,179.745,79797
Modern Baseball,Tears Over Beers,0,0,0,63298,"alternative emo, emo, philly indie, pov: indie",7hPLPHeKbwJrsuDHv4BCTA,0.286,0.63,0.313,179.975,168750
Molchat Doma,Kletka,0,981,0,0,"belarusian indie, russian post-punk, sovietwave",4nvsRb9ypaqqDXcZxjn6ba,0.505,0.751,0.388,129.915,283486
Molchat Doma,Sudno (Boris Rizhii),0,92160,0,0,"belarusian indie, russian post-punk, sovietwave",25mXcC6MeDYaJPjVj5GCWu,0.477,0.515,0.316,80.005,243653
Mon Doux Saigneur,Melodie,0,0,0,150047,indie quebecois,2KxluFxumfo23bZqZzGToW,0.295,0.758,0.443,171.375,274307
Mon RovIa,Big Love Ahead,0,0,108000,0,,3RGfmaB407YxayMDaV2jlO,0.547,0.628,0.796,149.405,108000
Monaldin,Femme Like U,0,0,0,4160,,670E2HDx684Yq0rhf84CQc,0.749,0.655,0.477,114.975,137824
Money Man,Air Holes,0,0,0,597,"memphis hip hop, southern hip hop, trap",7uSe2N0R8hcSBOAhYu5RRW,0.854,0.542,0.16,129.97,101965
Montell Fish,2 seater,12060,0,0,0,pittsburgh rap,3hU9W3drI6DjpQnvx53osT,0.55,0.654,0.0841,119.936,65983
Montell Fish,Altitude,0,0,0,164000,pittsburgh rap,5OsHySqSwYLLfot5EswbON,0.418,0.581,0.123,119.645,164000
Montell Fish,And i'd go a thousand miles,56482,0,0,358270,pittsburgh rap,4XAAxqgd94HLvDQWc0EkDa,0.374,0.0453,0.202,120.593,146000
Montell Fish,Bathroom,0,0,0,208000,pittsburgh rap,3sLTYBYs6lJsFK84t2X7wt,0.708,0.415,0.156,119.922,208000
Montell Fish,Blame,0,0,0,186000,pittsburgh rap,08uGhvS5MfBk7crUCpnjva,0.673,0.614,0.362,176.052,289747
Montell Fish,Call U Tomorrow,379587,1231160,80681,1439164,pittsburgh rap,1kPee0zC6xh3DT1mlG5a82,0.379,0.291,0.167,107.97,186667
Montell Fish,Darling,604540,631542,345503,1242003,pittsburgh rap,2tsKPVmDYAspAyOU2Wjbkd,0.537,0.87,0.83,173.922,223793
Montell Fish,Destroy Myself Just For You,0,15637,146000,689275,pittsburgh rap,40Fmr4mXhz4PtrMAPTnoXB,0.512,0.186,0.191,59.677,146000
Montell Fish,Downfalls,58000,0,0,0,pittsburgh rap,5fTEuJl6xp2kNWWO6O6LnH,0.261,0.384,0.487,104.224,58000
Montell Fish,Enough For You,49076,0,0,98152,pittsburgh rap,2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,0.269,88.485,202827
Montell Fish,Exscape,0,0,0,197994,pittsburgh rap,5L1WMbYfNFkmlyG407ke6S,0.599,0.854,0.449,139.995,142286
Montell Fish,Fall in Love with You.,190087,715032,557987,3165478,pittsburgh rap,2JAiwcWRLIRI4uiroJ86U7,0.538,0.0203,0.103,121.447,132000
Montell Fish,Fallin Out of Love With You,110000,0,0,330000,pittsburgh rap,3Eq9N7ymMN0GNG7vSKjTrF,0.438,0.131,0.197,120.972,110000
Montell Fish,Getting Stronger,0,0,0,160678,pittsburgh rap,0aRiRbMBJ4boE3hhhtlOsB,0.669,0.638,0.505,94.012,185093
Montell Fish,Hollow Lover,0,0,0,187636,pittsburgh rap,0wqfPpcKewaI7muAVNzo2x,0.286,0.0206,0.0809,74.591,187636
Montell Fish,Home for the Holidays,84000,0,0,0,pittsburgh rap,6M2ZatEcMJNWrhm7dF8h6M,0.594,0.095,0.2,111.34,226458
Montell Fish,Hotel,0,0,0,593288,pittsburgh rap,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,0.609,147.125,391376
Montell Fish,I Can't Love You This Much,0,0,0,253520,pittsburgh rap,2w2wRwttUBK5nlnpiL21p8,0.465,0.0665,0.234,119.684,174000
Montell Fish,Jamie,0,0,0,269217,pittsburgh rap,05qCCJQJiOwvPQBb7akf1R,0.426,0.868,0.402,149.042,216000
Montell Fish,Last Dance,0,0,0,378000,pittsburgh rap,5fKTkCOpnyJko7jZqpbJnX,0.605,0.612,0.5,125.37,296507
Montell Fish,Lost in the World,0,0,0,1740,pittsburgh rap,2Im64pIz6m0EJKdUe6eZ8r,0.608,0.746,0.277,117.072,256587
Montell Fish,Orion,0,0,0,159777,pittsburgh rap,1Wpe4HpXyWvH8xSYogXOWY,0.542,0.304,0.0332,182.027,159778
Montell Fish,Talk 2 Me,0,3370,139805,567256,pittsburgh rap,31Ckgnaah2rZPRNiiRQe8w,0.62,0.436,0.397,112.777,191489
Montell Fish,love you more than me,0,0,0,141081,pittsburgh rap,3jc0jdopFsv3dYz5uo8OCr,0.482,0.0191,0.333,99.151,141081
Morcheeba,Enjoy the Ride,325459,932200,594560,3028110,"downtempo, electronica, trip hop",1Qk375wjdeNv068ZyB5l8d,0.552,0.518,0.45,84.996,245160
Morcheeba,Enjoy the Ride (feat. Judie Tzuke),3580,0,0,850,"downtempo, electronica, trip hop",1Qk375wjdeNv068ZyB5l8d,0.552,0.518,0.45,84.996,245160
Morcheeba,Gained The World,0,0,0,194774,"downtempo, electronica, trip hop",2ZJZ6rqbGFGiXxBkzvsH5B,0.629,0.503,0.785,75.993,179293
Morcheeba,One Love Karma,0,0,0,30193,"downtempo, electronica, trip hop",3pofvEq1eKz3Hc1HRh4Qka,0.722,0.728,0.563,79.982,211280
Morcheeba,Otherwise,8575,474133,3774,321137,"downtempo, electronica, trip hop",1iWgFnhR0oW5Mup8yXDAPW,0.592,0.877,0.712,117.106,241849
Morcheeba,Rome Wasn't Built in a Day,0,0,0,210858,"downtempo, electronica, trip hop",4K1YBXPilxBvAKAKfv2uZU,0.734,0.552,0.967,123.791,152907
Morcheeba,Sleep On it Tonight,0,0,0,140345,"downtempo, electronica, trip hop",6Cxn6StO2CgMb55b0W1QmH,0.581,0.429,0.343,130.169,332507
Morcheeba,The Ledge Beyond The Edge,0,0,0,5077,"downtempo, electronica, trip hop",1dg7yfLeO2c4v611Idnulw,0.51,0.73,0.254,159.902,123813
Morcheeba,The Sea,0,0,0,164885,"downtempo, electronica, trip hop",2OKo7g3KfmCt3kyLvUAL0g,0.789,0.786,0.39,119.957,248040
Mos Def,Ms. Fat Booty,0,2645,0,0,"conscious hip hop, east coast hip hop, hip hop",0IVAlb0cFCH1cQ974iR1TU,0.782,0.589,0.869,90.438,223547
Mother's Daughter,365,0,2751,0,0,acoustic chill,2o5bpyqOE1iPtGbnhxPqdK,0.763,0.802,0.74,117.958,188778
Motive,10MG,148453,1724641,1322,283936,hard motivation,1MbZ6YY51arGV7mqeAb0y4,0.737,0.488,0.248,127.124,141968
Motive,A - CHORBA,0,23457,0,0,hard motivation,0TpRGEp5X0FCe0naSq7eH4,0.531,0.628,0.781,181.878,23457
Motive,H - CHORBA,0,95353,0,0,hard motivation,34DHJUreZIZckzkPffXtEr,0.785,0.448,0.46,126.996,47314
Motive,KALA KAL,0,159587,0,159587,hard motivation,3NFMLi0FhAkxZNPs1UhYtB,0.651,0.594,0.288,97.018,159588
Motive,KAR,0,69098,0,0,hard motivation,27YMHkiN0TloQT6o4JsR65,0.481,0.449,0.358,79.939,126826
Motive,MASAL,0,171809,0,0,hard motivation,3klG6fu28FrU9nNcBNX1lv,0.471,0.59,0.392,125.672,171789
Motive,Makaveli,0,740,0,147821,hard motivation,6sCtddSFg3foJn4K2pIhfQ,0.696,0.636,0.358,81.593,309800
Motive,Mektup,0,1023,0,99155,hard motivation,3V2K2UzQeNNF5VnbDiIUKj,0.765,0.595,0.192,108.012,311667
Motive,O - CHORBA,0,183123,0,0,hard motivation,0vhDm5t8sVsqPh9JOKTvaQ,0.767,0.749,0.882,174.05,57943
Motive,Olumsuz,0,6015,0,0,hard motivation,3tbVrtBWCbCwK50mk2Dp83,0.484,0.496,0.147,84.25,213125
Motive,Omrum,0,0,0,2800,hard motivation,0GwSSml9L21vNI7VGLz1ae,0.76,0.716,0.136,115.047,240000
Motive,R - CHORBA,0,3220,0,0,hard motivation,79YI30eKDKmcHwDQvN9ryS,0.819,0.715,0.757,142.065,77743
Motive,Teker Teker,0,0,0,153890,hard motivation,04x2DO5e8XDhjYvenuFRHp,0.716,0.446,0.759,140.024,243632
Motive,Yuce Ask,0,0,0,17600,hard motivation,4nmGipl4hRBing7os8hAVM,0.708,0.689,0.326,161.882,166829
Moullinex,Painting By Numbers,126375,297093,106389,0,"filter house, nu disco",7iAjFndo1Q8IhdTn338EjN,0.713,0.522,0.84,120.4,287893
Mourning Beloveth,I Saw a Dying Child in Your Arms,0,13973,0,0,"doom metal, funeral doom, irish death metal, irish metal",2F5u91p6oaB5BdgwfO6dvQ,0.236,0.545,0.162,136.89,576560
Mr GISCARD,JVP,0,0,0,55040,,4rg0hY2RIvnVcbQ4AoSH1T,0.84,0.453,0.7,109.933,170600
Mt. Joy,Dirty Love,177575,0,164626,0,stomp and holler,2bsC6KLZ6a9v6zdoDkziBL,0.774,0.439,0.661,125.085,164627
Mukesh,"Raaste Ka Patthar - From ""Raaste Ka Patthar""",0,0,0,41496,"classic bollywood, filmi",6aTqc7cLicizoSUsMriQtN,0.527,0.637,0.755,139.239,312453
Murat Boz,Adini Bilen Yazsin,0,637270,0,0,turkish pop,4ZV3aUOp8ZTENfhenNnXBi,0.59,0.918,0.911,96.002,223036
Murat Boz,Ozledim,0,0,0,1543,turkish pop,0U3PatDOAQZHyjZGSqwwHr,0.438,0.717,0.555,160.084,264893
Murat Boz,Uzuleceksin,0,88853,0,0,turkish pop,2xn46pU9FhiiUm7hvhdabh,0.618,0.679,0.64,92.996,226320
Murat Boztepe,Icimdeki Melek - Akustik Versiyon,0,0,0,174779,,3yo0F0hxajWruwyebFTTLa,0.582,0.403,0.338,114.811,243880
Murat Gogebakan,Yarali,0,0,0,45845,"anadolu rock, arabesk, turkish folk",0Mz6m2spnge4969IRsweER,0.587,0.81,0.524,98.83,187960
Murda,50M's,0,66602,0,19640,,22mxylGJ4gUVXc70E7BrPJ,0.772,0.786,0.668,78.517,161309
Murda,AYA,0,0,0,6330,,4BZXVFYCb76Q0Klojq4piV,0.634,0.858,0.637,91.688,211280
Murda,Anadolu Flex,427033,3398876,0,1251241,,3PCj4JTif25lRpQOXxP62p,0.74,0.656,0.323,129.962,211009
Murda,BABA,0,0,0,1820,,7ah5CgXHNPBtoJsdPV1AKA,0.618,0.493,0.739,120.05,144745
Murda,Bi Sonraki Hayatimda Gel,845062,285298,0,770252,,5SYkeNpjhJPFUMOP5TK8iw,0.933,0.448,0.737,103.981,167350
Murda,Boynumdaki Chain,138520,339051,0,2287519,,7xWhtWJQ0G5uwmZVusAz88,0.762,0.58,0.507,152.077,138521
Murda,Boynumdaki Chain - Instrumental,0,0,0,25373,,57kojWpCp5zgXPpJKVU31j,0.848,0.366,0.233,152.031,142105
Murda,Cumle Alem,0,2389,0,158131,,1nBs5dJg0JvIt3wUNjxZn0,0.798,0.796,0.719,161.792,156601
Murda,Denedim,0,0,0,70,,64N7757WTpcfwkrKQQDfza,0.549,0.515,0.304,126.73,173747
Murda,Duman,0,260961,0,142179,,3pJqGlXzMjn3yrhYBTPYA1,0.643,0.454,0.667,170.964,201248
Murda,EH BABA,0,0,0,1400,,2uJlSN4MmKpto9AtXJWgTr,0.884,0.655,0.471,94.08,134072
Murda,Eskiya,0,15253,0,0,,75BruwTTil3cLPdVaDiJ6m,0.766,0.737,0.582,108.033,233594
Murda,Far,0,0,0,220284,,47uoSjqgclu4zjv3TV6aBG,0.803,0.842,0.657,123.017,183707
Murda,Imdat,0,0,71270,6186,,3ftJ3Im5YACtedhCNmeKw7,0.91,0.321,0.305,148,171755
Murda,Made In Turkey,0,385126,0,295479,,3W4seDHEWHR35WuKZOP1Yq,0.904,0.644,0.513,126.035,165909
Murda,NAPIYON LAN,0,207330,0,291298,,42grBspOHbj3eWZTXV8TK2,0.893,0.462,0.383,129.991,173135
Murda,Pahali,0,95039,0,0,,49nLiYUglfKP3GCIPkRZ4g,0.895,0.719,0.48,95.016,132150
Murda,Pirlanta,213,0,0,201489,,49YGjLenFWhgEiRKPDNdpj,0.728,0.871,0.693,130.042,227896
